,Number,Name,Type1,Type2,Total,HP,Attack,Defense,SpecialAtk,SpecialDef,Speed,Generation
838,756,Shiinotic,Grass,Fairy,405,60,45,80,90,100,30,7
839,757,Salandit,Poison,Fire,320,48,44,40,71,40,77,7
840,758,Salazzle,Poison,Fire,480,68,64,60,111,60,117,7
841,759,Stufful,Normal,Fighting,340,70,75,50,45,50,50,7
842,760,Bewear,Normal,Fighting,500,120,125,80,55,60,60,7
843,761,Bounsweet,Grass,,210,42,30,38,30,38,32,7
844,762,Steenee,Grass,,290,52,40,48,40,48,62,7
845,763,Tsareena,Grass,,510,72,120,98,50,98,72,7
846,764,Comfey,Fairy,,485,51,52,90,82,110,100,7
847,765,Oranguru,Normal,Psychic,490,90,60,80,90,110,60,7
848,766,Passimian,Fighting,,490,100,120,90,40,60,80,7
849,767,Wimpod,Bug,Water,230,25,35,40,20,30,80,7
850,768,Golisopod,Bug,Water,530,75,125,140,60,90,40,7
851,769,Sandygast,Ghost,Ground,320,55,55,80,70,45,15,7
852,770,Pallosand,Ghost,Ground,480,85,75,110,100,75,35,7
853,771,Pyukumuku,Water,,410,55,60,130,30,130,5,7
854,772,Type:Null,Normal,,534,95,95,95,95,95,59,7
855,773,Silvally,Normal,,570,95,95,95,95,95,95,7
856,774,MiniorMeteor Form,Rock,Flying,440,60,60,100,60,100,60,7
857,774,MinorCore Form,Rock,Flying,500,60,100,60,100,60,120,7
858,775,Komala,Normal,,480,65,115,65,75,95,65,7
859,776,Turtonator,Fire,Dragon,485,60,78,135,91,85,36,7
860,777,Togedemaru,Electric,Steel,435,65,98,63,40,73,96,7
861,778,Mimikyu,Ghost,Fairy,476,55,90,80,50,105,96,7
862,779,Bruxish,Water,Psychic,475,68,105,70,70,70,92,7
863,780,Drampa,Normal,Dragon,485,78,60,85,135,91,36,7
864,781,Dhelmise,Ghost,Grass,517,70,131,100,86,90,40,7
865,782,Jangmo-o,Dragon,,300,45,55,65,45,45,45,7
866,783,Hakamo-o,Dragon,Fighting,420,55,75,90,65,70,65,7
867,784,Kommo-o,Dragon,Fighting,600,75,110,125,100,105,85,7
868,785,Tapu Koko,Electric,Fairy,570,70,115,85,95,75,130,7
869,786,Tapu Lele,Psychic,Fairy,570,70,85,75,130,115,95,7
870,787,Tapu Bulu,Grass,Fairy,570,70,130,115,85,95,75,7
871,788,Tapu Fini,Water,Fairy,570,70,75,115,95,130,85,7
872,789,Cosmog,Psychic,,200,43,29,31,29,31,37,7
873,790,Cosmoem,Psychic,,400,43,29,131,29,131,37,7
874,791,Solgaleo,Psychic,Steel,680,137,137,107,113,89,97,7
875,792,Lunala,Psychic,Ghost,680,137,113,89,137,107,97,7
876,793,Nihilego,Rock,Poison,570,109,53,47,127,131,103,7
877,794,Buzzwole,Bug,Fighting,570,107,139,139,53,53,79,7
878,795,Pheromosa,Bug,Fighting,570,71,137,37,137,37,151,7
879,796,Xuriktree,Electric,,570,83,89,71,173,71,83,7
880,797,Celesteela,Steel,Flying,570,97,101,103,107,101,61,7
881,798,Kartana,Grass,Steel,570,59,181,131,59,31,109,7
882,799,Guzzlord,Dark,Dragon,570,223,101,53,97,53,43,7
883,800,Necrozma,Psychic,,600,97,107,101,127,89,79,7
884,800,NecrozmaDusk Mane,Psychic,Steel,680,97,157,127,113,109,77,7
885,800,NecrozmaDawn Wings,Psychic,Ghost,680,97,113,109,157,127,77,7
886,800,NecrozmaUltra,Psychic,Dragon,754,97,167,97,167,97,129,7
887,801,Magearna,Steel,Fairy,600,80,95,115,130,115,65,7
888,802,Marshadow,Fighting,Ghost,600,90,125,80,90,90,125,7
889,803,Poipole,Poison,,420,67,73,67,73,67,73,7
890,804,Naganadel,Poison,Dragon,540,73,73,73,127,73,121,7
891,805,Stakataka,Rock,Steel,570,61,131,211,53,101,13,7
892,806,Blacephalon,Fire,Ghost,570,53,127,53,151,79,107,7
893,807,Zenaora,Electric,,600,88,112,75,102,80,143,7
